filename,county,source,relevant_date,date_of_production,upload_date,document_url,download_url,download_success
"2020.02.03_Ventura County_Ethics, Discovery & Office Policies (MCLE Rec. of Att.).pdf",Ventura County,Office of the Ventura District Attorney,02/03/2020,,04/04/2025,https://www.aclunc.org/20200203-ventura-county-ethics-discovery-office-policies-mcle-rec-attpdf,https://drive.google.com/open?id=1XdejYKwCWNC5JZAwV6ne1XFjnlOk-sz7,True
2020.02.04_Ventura County_Misdemeanor Case Work-up Session 1 (MCLE Rec. of Att.).pdf,Ventura County,Office of the Ventura County District Attorney,02/04/2020,,04/04/2025,https://www.aclunc.org/20200204-ventura-county-misdemeanor-case-work-session-1-mcle-rec-attpdf,https://drive.google.com/open?id=11TzSSuTkitdOgwEZawecfeFfI02QBXKs,True
2020.02.05_Ventura County_Misdemeanor Case Work-up Session 2 (MCLE Rec. of Att.).pdf,Ventura County,Office of the Ventura District Attorney,02/05/2020,,04/04/2025,https://www.aclunc.org/20200205-ventura-county-misdemeanor-case-work-session-2-mcle-rec-attpdf,https://drive.google.com/open?id=1dGKkC4QCf6HhusYi3tLgDnyWrnVfLx9m,True
2020.02.06_Ventura County_CLETS Training (MCLE Rec. of Att.).pdf,Ventura County,Office of the Ventura County District Attorney,02/06/2020,,04/04/2025,https://www.aclunc.org/20200206-ventura-county-clets-training-mcle-rec-attpdf,https://drive.google.com/open?id=1blilsGZJJc9FwD6o8PX6d2jNmzQKTdXg,True
2020.02.06_Ventura County_Filing Cases (MCLE Rec. of Att.).pdf,Ventura County,Office of the Ventura District Attorney,02/06/2020,,04/04/2025,https://www.aclunc.org/20200206-ventura-county-filing-cases-mcle-rec-attpdf,https://drive.google.com/open?id=1wRdWjOSrqtUNdHZpkZY36RlkCzE5F1dE,True
2020.02.06_Ventura County_Jury Trial Work-up (MCLE Rec. of Att.).pdf,Ventura County,Office of the Ventura County District Attorney,02/06/2020,,04/04/2025,https://www.aclunc.org/20200206-ventura-county-jury-trial-work-mcle-rec-attpdf,https://drive.google.com/open?id=1FLRT7Be_bicRj_Pfv8gsxI5VtJyRYmZk,True
2020.02.20_Ventura County_Domestic Violence Voir Dire (MCLE Rec. of Att.).pdf,Ventura County,Office of the Ventura District Attorney,02/20/2020,,04/04/2025,https://www.aclunc.org/20200220-ventura-county-domestic-violence-voir-dire-mcle-rec-attpdf,https://drive.google.com/open?id=1DBiuRfHoh3gqy9Hg9q-aXcvF7jY4sIuT,True
2020.02.25_Ventura County_Trans SA-IPV Facts Sheet.pdf,Ventura County,Office of the Ventura District Attorney,02/25/2020,,04/04/2025,https://www.aclunc.org/20200225-ventura-county-trans-sa-ipv-facts-sheetpdf,https://drive.google.com/open?id=1rxCh21I-EUVyjMIkpk_qJD5g7wsqNl1p,True
2020.02.26_Ventura County_Dealing with Difficult Witnesses (MCLE Rec. of Att.).pdf,Ventura County,Office of the Ventura District Attorney,02/26/2020,,04/04/2025,https://www.aclunc.org/20200226-ventura-county-dealing-difficult-witnesses-mcle-rec-attpdf,https://drive.google.com/open?id=11K1P-sQWmLC-wGO_qSp1pu36mvZruL-p,True
2020.03.04_Ventura County_Domestic Violence-Basics (MCLE Rec. of Att.).pdf,Ventura County,Office of the Ventura County District Attorney,03/04/2020,,04/04/2025,https://www.aclunc.org/20200304-ventura-county-domestic-violence-basics-mcle-rec-attpdf,https://drive.google.com/open?id=11GnJYM9gfJYzQSA5-14kp34fjAydKrWK,True
2020.03.10_Ventura County_LGBTQ+ Community Resources.pdf,Ventura County,Office of the Ventura District Attorney,03/10/2020,,04/04/2025,https://www.aclunc.org/20200310-ventura-county-lgbtq-community-resourcespdf,https://drive.google.com/open?id=1nNHunZ6QIA2L6iqCmybnCORFxqKuFlY3,True
2020.06.15_Ventura County_Vouching for Police Credibility-P_A.doc,Ventura County,Office of the Ventura County District Attorney,06/15/2020,,04/04/2025,https://www.aclunc.org/20200615-ventura-county-vouching-police-credibility-p-adoc,https://drive.google.com/open?id=1IP84472xqUbdVMmMbaf4pqxABBWp66bX,True
2020.06.30_Ventura County_Email re Racial Justice In Ethical Lawyering (Pepperdine MCLE).pdf,Ventura County,Office of the Ventura District Attorney,06/30/2020,,04/04/2025,https://www.aclunc.org/20200630-ventura-county-email-re-racial-justice-ethical-lawyering-pepperdine-mclepdf,https://drive.google.com/open?id=1gUPH-iFhBkuC5j8sDmOrduDv7U2G-0Wg,True
2020.07.29_Ventura County_LGBTQ Training (MCLE Rec. of Att.).pdf,Ventura County,Office of the Ventura County District Attorney,07/29/2020,,04/04/2025,https://www.aclunc.org/20200729-ventura-county-lgbtq-training-mcle-rec-attpdf,https://drive.google.com/open?id=18fbsoOsa5xA1BGEaxrFCfxHwx3-NADv1,True
2020.08.28_Ventura County_Email re October 12 Strangulation Training.pdf,Ventura County,Office of the Ventura District Attorney,08/28/2020,,04/04/2025,https://www.aclunc.org/20200828-ventura-county-email-re-october-12-strangulation-trainingpdf,https://drive.google.com/open?id=1reTQXMtNMWtyITm4SSYmLUIfsdr6b4cw,True
2020.09.28_Ventura County_Presenting Strmix Results in Court Presentation.pdf,Ventura County,Office of the Ventura District Attorney,09/28/2020,,04/04/2025,https://www.aclunc.org/20200928-ventura-county-presenting-strmix-results-court-presentationpdf,https://drive.google.com/open?id=1lXPJk0PYc9gKYo485csuZS5tPUNGNSu5,True
2020.09.29_Ventura County_Asset Forfeiture On Call Back Up Essentials.docx,Ventura County,Office of the Ventura District Attorney,09/29/2020,,04/04/2025,https://www.aclunc.org/20200929-ventura-county-asset-forfeiture-call-back-essentialsdocx,https://drive.google.com/open?id=1x14oHLzgSBJbu6KsRLnWyjPBh4_kfeQJ,True
2020.10.02_Ventura County_Asset Forfeiture PowerPoint.pdf,Ventura County,Office of the Ventura County District Attorney,10/02/2020,,04/04/2025,https://www.aclunc.org/20201002-ventura-county-asset-forfeiture-powerpointpdf,https://drive.google.com/open?id=1VAkD-Rj9ZW3iiArSZMxIoVuEL8r_fes6,True
2020.11.18_Ventura County_Preliminary Hearings for Prosecutions Training.docx,Ventura County,Office of the Ventura District Attorney,11/18/2020,,04/04/2025,https://www.aclunc.org/20201118-ventura-county-preliminary-hearings-prosecutions-trainingdocx,https://drive.google.com/open?id=1rkhffsi40zCKQi8_3OxdSCynyUgHGWgP,True
2020.12.09_Ventura County_Basics of Criminal Procedure Presentation.pptx,Ventura County,Office of the Ventura County District Attorney,12/09/2020,,04/04/2025,https://www.aclunc.org/20201209-ventura-county-basics-criminal-procedure-presentationpptx,https://drive.google.com/open?id=1i1PIPXpzswa8lbWELtDtiCS7GgMtV6Vi,True
2020.12.09_Ventura County_Criminal Proceedings Flow Sheet-Revised.doc,Ventura County,Office of the Ventura District Attorney,12/09/2020,,04/04/2025,https://www.aclunc.org/20201209-ventura-county-criminal-proceedings-flow-sheet-reviseddoc,https://drive.google.com/open?id=1Y0sAsgopaZWxtWnpwEv7IIPyKGyQ76yh,True
2020.12.09_Ventura County_Punishments Outline-Revised.docx,Ventura County,Office of the Ventura County District Attorney,12/09/2020,,04/04/2025,https://www.aclunc.org/20201209-ventura-county-punishments-outline-reviseddocx,https://drive.google.com/open?id=1OcYZp2ddNOkcw2s7I1pgfs1jdP8fUqi_,True
2021.01.04_Ventura County_Email re Reading RAP sheets PBLC class.pdf,Ventura County,Office of the Ventura District Attorney,01/04/2021,,04/04/2025,https://www.aclunc.org/20210104-ventura-county-email-re-reading-rap-sheets-pblc-classpdf,https://drive.google.com/open?id=1ph-f9WBPBm8yFE65Ac4omOJEKtL6isUN,True
2021.01.11_Ventura County_New DDA Training-Laying Foundations.docx,Ventura County,Office of the Ventura District Attorney,01/11/2021,,04/04/2025,https://www.aclunc.org/20210111-ventura-county-new-dda-training-laying-foundationsdocx,https://drive.google.com/open?id=1O-gl6jX1BzBB8ZuwnsHp7AsysQNNruTQ,True
2021.01.26_Ventura County_MCLE Use of Force Session.pdf,Ventura County,Office of the Ventura District Attorney,01/26/2021,,04/04/2025,https://www.aclunc.org/20210126-ventura-county-mcle-use-force-sessionpdf,https://drive.google.com/open?id=1SoSGgTLEa5Z4qQTItGSpV4GK4RMrm0hi,True
2021.02.12_Ventura County_Search Warrants (MCLE Rec. of Att.).pdf,Ventura County,Office of the Ventura County District Attorney,02/12/2021,,04/04/2025,https://www.aclunc.org/20210212-ventura-county-search-warrants-mcle-rec-attpdf,https://drive.google.com/open?id=1WCXjP_dEXEQbTwSggUelpUfBAyZcWOJ3,True
2021.02_Ventura County_Search Warrants & Cal ECPA.pdf,Ventura County,Office of the Ventura District Attorney,02/21/2025,,04/04/2025,https://www.aclunc.org/202102-ventura-county-search-warrants-cal-ecpapdf,https://drive.google.com/open?id=1vqWjm1_aiDV4TfdpLP9JeeKc_t4X1xaI,True
2021.05.25_Ventura County_Legal Policies Manual.pdf,Ventura County,Office of the Ventura District Attorney,05/25/2021,,04/04/2025,https://www.aclunc.org/20210525-ventura-county-legal-policies-manualpdf,https://drive.google.com/open?id=1iio2RheOnb5EhizNBijNSi5KNO0UZVSa,True
2021.06.23_Ventura County_Handling Lifer Letters & Parole Hearings (MCLE Rec. of Att.).pdf,Ventura County,Office of the Ventura District Attorney,06/23/2021,,04/04/2025,https://www.aclunc.org/20210623-ventura-county-handling-lifer-letters-parole-hearings-mcle-rec-attpdf,https://drive.google.com/open?id=1c9ExrlIghJ_YxgumIUQX4odsVEuPLfux,True
2021.06.29_Ventura County_Hate Crime Presentation.pptx,Ventura County,Office of the Ventura District Attorney,06/29/2021,,04/04/2025,https://www.aclunc.org/20210629-ventura-county-hate-crime-presentationpptx,https://drive.google.com/open?id=1p6bQDvYyfP5A-AgrXXNu3rjUnQjqMWsH,True
2021.07.09_Ventura County_Hate Crime MCLE Outline.docx,Ventura County,Office of the Ventura County District Attorney,07/09/2021,,04/04/2025,https://www.aclunc.org/20210709-ventura-county-hate-crime-mcle-outlinedocx,https://drive.google.com/open?id=1iq8MAsvmuF6w_RHDZtL2U9VN8-Q-7OhI,True
2021.07.09_Ventura County_Hate Crimes (MCLE Rec. of Att.).pdf,Ventura County,Office of the Ventura District Attorney,07/09/2021,,04/04/2025,https://www.aclunc.org/20210709-ventura-county-hate-crimes-mcle-rec-attpdf,https://drive.google.com/open?id=1bDI2BXgaHDRDb59bEwoniKswLxgcJ_ND,True
2021.09.03_Ventura County_Reviewing and Defending Search Warrants.docx,Ventura County,Office of the Ventura County District Attorney,09/03/2021,,04/04/2025,https://www.aclunc.org/20210903-ventura-county-reviewing-and-defending-search-warrantsdocx,https://drive.google.com/open?id=1kdBekIqaJ2LjxLPOHh3QomZLAmP576Ap,True
2021.09.03_Ventura County_Search Warrant Review (MCLE Rec. of Att.).pdf,Ventura County,Office of the Ventura District Attorney,09/03/2021,,04/04/2025,https://www.aclunc.org/20210903-ventura-county-search-warrant-review-mcle-rec-attpdf,https://drive.google.com/open?id=1blc35OkA1Me5WcBQCZCJhCWgbjR9dSQN,True
2021.09.03_Ventura County_Search Warrant-Instructor MCLE Certificate.doc,Ventura County,Office of the Ventura County District Attorney,09/03/2021,,04/04/2025,https://www.aclunc.org/20210903-ventura-county-search-warrant-instructor-mcle-certificatedoc,https://drive.google.com/open?id=1QieojpI8vyWFUTDxKAEdDRAzGJ4DgmBo,True
2021.09.08_Ventura County_Clerical-Discovery-Word Processing-Witness Coordination (MCLE Rec. of Att.).pdf,Ventura County,Office of the Ventura District Attorney,09/08/2021,,04/04/2025,https://www.aclunc.org/20210908-ventura-county-clerical-discovery-word-processing-witness-coordination-mcle-rec-attpdf,https://drive.google.com/open?id=18FJmlKAnXUjXkPyWnurpEb3LoFyqrz4E,True
Ventua County_Advanced Legal Research Outline.doc,Ventura County,Office of the Ventura District Attorney,,,04/04/2025,https://www.aclunc.org/ventua-county-advanced-legal-research-outlinedoc,https://drive.google.com/open?id=12Qp26RNeDqq7cv5vimnOv0tLXowcUghZ,True
Ventura County_10 Tips for Protecting Your Record on Appeal (CDAA Article).pdf,Ventura County,Office of the Ventura District Attorney,,,04/04/2025,https://www.aclunc.org/ventura-county-10-tips-protecting-your-record-appeal-cdaa-articlepdf,https://drive.google.com/open?id=1S9sJSlDRcCiIHrmCceH7VQgierR3zaMh,True
Ventura County_4th Amendment on the Road.pptx,Ventura County,Office of the Ventura County District Attorney,,,04/04/2025,https://www.aclunc.org/ventura-county-4th-amendment-roadpptx,https://drive.google.com/open?id=1NSdZe3pK88fb2ROtNoX5nBUnoUdSq1-6,True
Ventura County_Bail Basics - MCLE Outline.docx,Ventura County,Office of the Ventura District Attorney,,,04/04/2025,https://www.aclunc.org/ventura-county-bail-basics-mcle-outlinedocx,https://drive.google.com/open?id=1azVF79VktX48R5x_sLpjmRYJmhcZO3aS,True
Ventura County_Beheler and Miranda Interviews Outline.docx,Ventura County,Office of the Ventura County District Attorney,,,04/04/2025,https://www.aclunc.org/ventura-county-beheler-and-miranda-interviews-outlinedocx,https://drive.google.com/open?id=1N3E2wJKnUwhCPRsJxqTZFL5DSS4vZ5ir,True
Ventura County_Beheler-Miranda Cheat Sheet.pdf,Ventura County,Office of the Ventura District Attorney,,,04/04/2025,https://www.aclunc.org/ventura-county-beheler-miranda-cheat-sheetpdf,https://drive.google.com/open?id=16cZRk5HSelFbLyF5brawTK3-LyKUWNH8,True
Ventura County_Beheler-Miranda Interviews Presentation.pptx,Ventura County,Office of the Ventura County District Attorney,,,04/04/2025,https://www.aclunc.org/ventura-county-beheler-miranda-interviews-presentationpptx,https://drive.google.com/open?id=15fHupZAyNwoTBGjnn1jSlPXCD9LdE5uJ,True
Ventura County_Blank Record of Attendance.pdf,Ventura County,Office of the Ventura District Attorney,01/01/2017,,04/04/2025,https://www.aclunc.org/ventura-county-blank-record-attendancepdf,https://drive.google.com/open?id=1iLYDzBJ4K8NJA3ElvzqwjoYraWq0KG5S,True
Ventura County_Case Notes Overview.docx,Ventura County,Office of the Ventura District Attorney,,,04/04/2025,https://www.aclunc.org/ventura-county-case-notes-overviewdocx,https://drive.google.com/open?id=1Y4Zq4i-OiCBo0JcAFG2ita0WxVHv_orp,True
Ventura County_CCP 177.5 Monetary Sanctions.pdf,Ventura County,Office of the Ventura County District Attorney,01/01/2006,,04/04/2025,https://www.aclunc.org/ventura-county-ccp-1775-monetary-sanctionspdf,https://drive.google.com/open?id=1cTGujuJcdsR8WigqdTxTVDomiSAJ60FC,True
Ventura County_CDAA Objections.pdf,Ventura County,Office of the Ventura District Attorney,,,04/04/2025,https://www.aclunc.org/ventura-county-cdaa-objectionspdf,https://drive.google.com/open?id=1j2mTPidHTwG0vlM1_Og4zRKHySUuQ1aj,True
Ventura County_CDAA Protecting Record on Appeal.pdf,Ventura County,Office of the Ventura County District Attorney,,,04/04/2025,https://www.aclunc.org/ventura-county-cdaa-protecting-record-appealpdf,https://drive.google.com/open?id=1vFw_uuimaknFo3qTcvWGjrQ10DqDzsRv,True
Ventura County_Certificate of Attendance.pdf,Ventura County,Office of the Ventura District Attorney,,,04/04/2025,https://www.aclunc.org/ventura-county-certificate-attendancepdf,https://drive.google.com/open?id=1E0VODqbwHmj7RDtnVwfaJobXS0MCqw58,True
Ventura County_Checking Witness Status Overview.docx,Ventura County,Office of the Ventura District Attorney,,,04/04/2025,https://www.aclunc.org/ventura-county-checking-witness-status-overviewdocx,https://drive.google.com/open?id=1lx6w6nBMonCFlR-9l9SAUAsSDCl98OsE,True
Ventura County_Closing Arguments Powerpoint.pptx,Ventura County,Office of the Ventura County District Attorney,,,04/04/2025,https://www.aclunc.org/ventura-county-closing-arguments-powerpointpptx,https://drive.google.com/open?id=1RCzSHUjmcZP53UPPEIj2uvl98GukrYl-,True
Ventura County_Creating an Amended Complaint Overview.docx,Ventura County,Office of the Ventura District Attorney,,,04/04/2025,https://www.aclunc.org/ventura-county-creating-amended-complaint-overviewdocx,https://drive.google.com/open?id=1HL4J4tcWToXtzrv_WMSKQ1qDTyWv4eIp,True
Ventura County_Criminal Procedure Outline.doc,Ventura County,Office of the Ventura County District Attorney,,,04/04/2025,https://www.aclunc.org/ventura-county-criminal-procedure-outlinedoc,https://drive.google.com/open?id=1kKw53jgBZbwhwvjP0dHHfxwRPvumTz4B,True
Ventura County_Cross Examination Training Powerpoint Presentation.pptx,Ventura County,Office of the Ventura District Attorney,,,04/04/2025,https://www.aclunc.org/ventura-county-cross-examination-training-powerpoint-presentationpptx,https://drive.google.com/open?id=1c-3jgvR1dAqphbJjxzavEuQsDzeVheWn,True
Ventura County_Day Strangulation Training Course Descriptions.docx,Ventura County,Office of the Ventura County District Attorney,,,04/04/2025,https://www.aclunc.org/ventura-county-day-strangulation-training-course-descriptionsdocx,https://drive.google.com/open?id=171pd4iiHvd3JoqRwRRNZuAQBlaN63o-o,True
Ventura County_Dealing with Difficult Victims.pdf,Ventura County,Office of the Ventura District Attorney,,,04/04/2025,https://www.aclunc.org/ventura-county-dealing-difficult-victimspdf,https://drive.google.com/open?id=15SQz6gtX8WyPV1xOF-hwB3RahkDALJdd,True
Ventura County_DNA Transfer Presentation.pptx,Ventura County,Office of the Ventura District Attorney,,,04/04/2025,https://www.aclunc.org/ventura-county-dna-transfer-presentationpptx,https://drive.google.com/open?id=1RJ8J1w0pwToTdtkVkgFKQGx9Zjy3DEgp,True
Ventura County_DNA Transfer Training Agenda.docx,Ventura County,Office of the Ventura District Attorney,,,04/04/2025,https://www.aclunc.org/ventura-county-dna-transfer-training-agendadocx,https://drive.google.com/open?id=18ze0nBcn3W1TWyTe6xEBufpmOLiv3d4Z,True
Ventura County_Domestic Violence Bail Cheat Sheet.docx,Ventura County,Office of the Ventura County District Attorney,,,04/04/2025,https://www.aclunc.org/ventura-county-domestic-violence-bail-cheat-sheetdocx,https://drive.google.com/open?id=1XhyIXYCH9L47PUPDtU1QBCrCAc84xHzl,True
Ventura County_Domestic Violence Filing Criteria Training.docx,Ventura County,Office of the Ventura District Attorney,,,04/04/2025,https://www.aclunc.org/ventura-county-domestic-violence-filing-criteria-trainingdocx,https://drive.google.com/open?id=1Z3yWAzT1ptjEz7fFgSN2fcW2ASGtbQlh,True
Ventura County_Drescher Instructor Certificate.pdf,Ventura County,Office of the Ventura County District Attorney,02/19/2019,,04/04/2025,https://www.aclunc.org/ventura-county-drescher-instructor-certificatepdf,https://drive.google.com/open?id=13fp0FXgmHcpjBV0jDWgF8VnPoY6nd5mf,True
Ventura County_Email re MCLE - Bail Basics with an Emphasis on Bail in Domestic Violence Cases.pdf,Ventura County,Office of the Ventura District Attorney,,,04/04/2025,https://www.aclunc.org/ventura-county-email-re-mcle-bail-basics-emphasis-bail-domestic-violence-casespdf,https://drive.google.com/open?id=13SPEZEvVsPjXGX2CP3A1kNsaSac5HcHw,True
Ventura County_Entering Witnesses Outline.docx,Ventura County,Office of the Ventura County District Attorney,,,04/04/2025,https://www.aclunc.org/ventura-county-entering-witnesses-outlinedocx,https://drive.google.com/open?id=1WSbNOvsJGNawaPc1cCUtO5C5wkafMIIC,True
Ventura County_Felony Sentencing Handout.pdf,Ventura County,Office of the Ventura District Attorney,,,04/04/2025,https://www.aclunc.org/ventura-county-felony-sentencing-handoutpdf,https://drive.google.com/open?id=12BV5wkiprfORBYjWlrZgQlEXdBctQDep,True
Ventura County_How to Order and Discover Evidence.docx,Ventura County,Office of the Ventura District Attorney,,,04/04/2025,https://www.aclunc.org/ventura-county-how-order-and-discover-evidencedocx,https://drive.google.com/open?id=1WSnIh9BFuz3JFDmaogNDMT_dImr6F50w,True
Ventura County_How to Subpoena Witnesses.docx,Ventura County,Office of the Ventura District Attorney,,,04/04/2025,https://www.aclunc.org/ventura-county-how-subpoena-witnessesdocx,https://drive.google.com/open?id=1zcsDMhI7AI3D15iDJHfKQBWwW8siJnQI,True
Ventura County_Jury Instructions Tip Sheet (VCIJIS).pdf,Ventura County,Office of the Ventura County District Attorney,,,04/04/2025,https://www.aclunc.org/ventura-county-jury-instructions-tip-sheet-vcijispdf,https://drive.google.com/open?id=15cgVkBXkJE_DkZ7zB-077A5qDNhCCGnZ,True
Ventura County_Jury Trial Workup Handout.docx,Ventura County,Office of the Ventura District Attorney,,,04/04/2025,https://www.aclunc.org/ventura-county-jury-trial-workup-handoutdocx,https://drive.google.com/open?id=1v42jY8PT8Ue-d2iHvNlqcizhxPatdSgo,True
Ventura County_Jury Trial Work-Up Handout.docx,Ventura County,Office of the Ventura County District Attorney,,,04/04/2025,https://www.aclunc.org/ventura-county-jury-trial-work-handoutdocx,https://drive.google.com/open?id=1W0jQt2fLEJCZW9hLe04M8Nq3x9wq_hS9,True
Ventura County_Jury Trial Workup Powerpoint.pptx,Ventura County,Office of the Ventura District Attorney,,,04/04/2025,https://www.aclunc.org/ventura-county-jury-trial-workup-powerpointpptx,https://drive.google.com/open?id=1fLi7YkZQb2C__UR-q2ejruQwFF3-b3c8,True
Ventura County_Jury Trial Work-Up presentation.pptx,Ventura County,Office of the Ventura District Attorney,,,04/04/2025,https://www.aclunc.org/ventura-county-jury-trial-work-presentationpptx,https://drive.google.com/open?id=1ilih_Ugu_hG2BRPbyXZIyLnuoVcCiIj4,True
Ventura County_Lab in Alcohol Cases.pdf,Ventura County,Office of the Ventura District Attorney,,,04/04/2025,https://www.aclunc.org/ventura-county-lab-alcohol-casespdf,https://drive.google.com/open?id=1_6k9P1zHzPmoAvBfbICvMXoHcJzEIq5b,True
Ventura County_Lifer Parole Hearings Presentation.pptx,Ventura County,Office of the Ventura County District Attorney,,,04/04/2025,https://www.aclunc.org/ventura-county-lifer-parole-hearings-presentationpptx,https://drive.google.com/open?id=130ajCpe5ndbDk93ngCEcISK1OIRhPdFz,True
Ventura County_Mixteco Cultural Awareness Training.docx,Ventura County,Office of the Ventura District Attorney,,,04/04/2025,https://www.aclunc.org/ventura-county-mixteco-cultural-awareness-trainingdocx,https://drive.google.com/open?id=1xqItpdZjfJpQ8NTqT6LqmjyYNa3Re6o2,True
Ventura County_Organization Training.pdf,Ventura County,Office of the Ventura County District Attorney,,,04/04/2025,https://www.aclunc.org/ventura-county-organization-trainingpdf,https://drive.google.com/open?id=1X6LCre0hsMZAbTvFNhCUjWgIGr0LJstw,True
Ventura County_Post Bar DUI Prosecution Training Handouts.pdf,Ventura County,Office of the Ventura District Attorney,,,04/04/2025,https://www.aclunc.org/ventura-county-post-bar-dui-prosecution-training-handoutspdf,https://drive.google.com/open?id=1f83NE5h2lgRyn0wwhGkiOHquJBzYWyjw,True
Ventura County_Preliminary Hearings Training Presentation.pptx,Ventura County,Office of the Ventura County District Attorney,,,04/04/2025,https://www.aclunc.org/ventura-county-preliminary-hearings-training-presentationpptx,https://drive.google.com/open?id=1N3aGCGw9ssTj9OcC_ZlqaDmSkxRCTCuR,True
Ventura County_Proceedings Flow Chart.pptx,Ventura County,Office of the Ventura District Attorney,,,04/04/2025,https://www.aclunc.org/ventura-county-proceedings-flow-chartpptx,https://drive.google.com/open?id=1R2ogZE6ks51WvxsiOsWfwFJ6NShL3p_N,True
Ventura County_Pros Misconduct CDAA Guide.pdf,Ventura County,Office of the Ventura District Attorney,,,04/04/2025,https://www.aclunc.org/ventura-county-pros-misconduct-cdaa-guidepdf,https://drive.google.com/open?id=1tfPfSPPtt2z9rayDn08jjoES8eifD0i7,True
Ventura County_Prosecuting PC 148 Cases Presentation.pptx,Ventura County,Office of the Ventura District Attorney,,,04/04/2025,https://www.aclunc.org/ventura-county-prosecuting-pc-148-cases-presentationpptx,https://drive.google.com/open?id=163Yz8L9GJzuKNY08lhRBJpd9Zu1SUopw,True
Ventura County_Rap Sheet Handout.pdf,Ventura County,Office of the Ventura County District Attorney,,,04/04/2025,https://www.aclunc.org/ventura-county-rap-sheet-handoutpdf,https://drive.google.com/open?id=1PE_Kc1i7sKjb6mkLFeQh9AoiE8uqsO7m,True
Ventura County_READINESS MANAGER OVERVIEW (VCIJIS).docx,Ventura County,Office of the Ventura District Attorney,,,04/04/2025,https://www.aclunc.org/ventura-county-readiness-manager-overview-vcijisdocx,https://drive.google.com/open?id=1LbpzPf6WIzEtcDsHaAt6aISvYZUmSy0Q,True
Ventura County_Requesting an SDT (VCIJIS).docx,Ventura County,Office of the Ventura County District Attorney,,,04/04/2025,https://www.aclunc.org/ventura-county-requesting-sdt-vcijisdocx,https://drive.google.com/open?id=11KWohBnIhLN1nv4KbcRD41cjbuSqf50z,True
Ventura County_Rule 3.8.pdf,Ventura County,Office of the Ventura District Attorney,,,04/04/2025,https://www.aclunc.org/ventura-county-rule-38pdf,https://drive.google.com/open?id=1y_Yx1vHVVqBAm36ugMc2cyOopXFMfEpB,True
Ventura County_Sample 1-Day Agenda.docx,Ventura County,Office of the Ventura County District Attorney,10/20/2020,,04/04/2025,https://www.aclunc.org/ventura-county-sample-1-day-agendadocx,https://drive.google.com/open?id=1e-b3NyIjsfWj3nNcLnRulSQ2x0n5EqUc,True
Ventura County_Search Warrants Training Agenda.docx,Ventura County,Office of the Ventura District Attorney,,,04/04/2025,https://www.aclunc.org/ventura-county-search-warrants-training-agendadocx,https://drive.google.com/open?id=12_2e7dEzJyKWWC9Q9EokP4LbSarI2Dxh,True
Ventura County_Speedy Trial Guide.pdf,Ventura County,Office of the Ventura District Attorney,01/28/2004,,04/04/2025,https://www.aclunc.org/ventura-county-speedy-trial-guidepdf,https://drive.google.com/open?id=1cF8d7sGzludRmi67lCpL-VK2dx91JuhU,True
Ventura County_The Priors Trial.pdf,Ventura County,Office of the Ventura District Attorney,,,04/04/2025,https://www.aclunc.org/ventura-county-priors-trialpdf,https://drive.google.com/open?id=1j6xZqcZARlv8ux7kJlGw4vfdZdC23JgB,True
Ventura County_UFED Category Explanations.pdf,Ventura County,Office of the Ventura County District Attorney,,,04/04/2025,https://www.aclunc.org/ventura-county-ufed-category-explanationspdf,https://drive.google.com/open?id=1jrtRKjGAvXZ6gvOMioPiXEU3ZxBWYRzo,True
Ventura County_Uncooperative Witness Flowchart.docx,Ventura County,Office of the Ventura County District Attorney,,,04/04/2025,https://www.aclunc.org/ventura-county-uncooperative-witness-flowchartdocx,https://drive.google.com/open?id=1YNYLQN0OO9OpwGfMzRDragRz7AwK4poR,True
Ventura County_Uncooperative Witness Training Powerpoint.pptx,Ventura County,Office of the Ventura District Attorney,,,04/04/2025,https://www.aclunc.org/ventura-county-uncooperative-witness-training-powerpointpptx,https://drive.google.com/open?id=1Odf67tRu6sIJbVonkNFb-tkZCnLflpLt,True
Ventura County_Uncooperative Witness Training.pdf,Ventura County,Office of the Ventura District Attorney,12/14/2019,,04/04/2025,https://www.aclunc.org/ventura-county-uncooperative-witness-trainingpdf,https://drive.google.com/open?id=1AqI-eRRrtn7jcnLUSXGeT91toc7knGg3,True
Ventura County_Voir Dire Training Presentation.pptx,Ventura County,Office of the Ventura County District Attorney,,,04/04/2025,https://www.aclunc.org/ventura-county-voir-dire-training-presentationpptx,https://drive.google.com/open?id=1LU6RDJopabGeUohweJZbDyRIuNlWVxcR,True
Ventura County_Voir Dire.pdf,Ventura County,Office of the Ventura District Attorney,,,04/04/2025,https://www.aclunc.org/ventura-county-voir-direpdf,https://drive.google.com/open?id=1csUnKFeI-YxEQtO2p-sznOrNKyYXFByX,True
Ventura County_Westlaw Edge DA PD Tip Sheet (1).pdf,Ventura County,Office of the Ventura County District Attorney,,,04/04/2025,https://www.aclunc.org/ventura-county-westlaw-edge-da-pd-tip-sheet-1pdf,https://drive.google.com/open?id=152p6Gueg3Ne3rMRkcdPuhoom122r7q0l,True
Ventura County_Westlaw Edge DA PD Tip Sheet (2).pdf,Ventura County,Office of the Ventura District Attorney,,,04/04/2025,https://www.aclunc.org/ventura-county-westlaw-edge-da-pd-tip-sheet-2pdf,https://drive.google.com/open?id=1dPr0R6q99z_XK7okcOkouzcqX97PASUF,True
